File	Name	Impl	Kind	Visibility	Safety	doc(hidden)	is_nightly	Safety constraint	Panics section	Examples section	Docs
library/core/src/cell.rs	UnsafeCell::get	impl<T: ?Sized> UnsafeCell<T>	method	public	safe	false	false	not applicable	false	true	Gets a mutable pointer to the wrapped value.  This can be cast to a pointer of any kind. When creating references, you must uphold the aliasing rules; see [the type-level docs][UnsafeCell#aliasing-rules] for more discussion and caveats.  # Examples  ``` use std::cell::UnsafeCell;  let uc = UnsafeCell::new(5);  let five = uc.get(); ```
library/core/src/cell.rs	UnsafeCell::get_mut	impl<T: ?Sized> UnsafeCell<T>	method	public	safe	false	false	not applicable	false	true	Returns a mutable reference to the underlying data.  This call borrows the `UnsafeCell` mutably (at compile-time) which guarantees that we possess the only reference.  # Examples  ``` use std::cell::UnsafeCell;  let mut c = UnsafeCell::new(5); *c.get_mut() += 1;  assert_eq!(*c.get_mut(), 6); ```
library/core/src/cell.rs	UnsafeCell::into_inner	impl<T> UnsafeCell<T>	method	public	safe	false	false	not applicable	false	true	Unwraps the value, consuming the cell.  # Examples  ``` use std::cell::UnsafeCell;  let uc = UnsafeCell::new(5);  let five = uc.into_inner(); ```
library/core/src/cell.rs	UnsafeCell::new	impl<T> UnsafeCell<T>	method	public	safe	false	false	not applicable	false	true	Constructs a new instance of `UnsafeCell` which will wrap the specified value.  All access to the inner value through `&UnsafeCell<T>` requires `unsafe` code.  # Examples  ``` use std::cell::UnsafeCell;  let uc = UnsafeCell::new(5); ```
library/core/src/clone.rs	Clone::clone		trait method definition	public	safe	false	false	not applicable	false	true	Returns a duplicate of the value.  Note that what "duplicate" means varies by type: - For most types, this creates a deep, independent copy - For reference types like `&T`, this creates another reference to the same value - For smart pointers like [`Arc`] or [`Rc`], this increments the reference count   but still points to the same underlying data  [`Arc`]: ../../std/sync/struct.Arc.html [`Rc`]: ../../std/rc/struct.Rc.html  # Examples  ``` # #![allow(noop_method_call)] let hello = "Hello"; // &str implements Clone  assert_eq!("Hello", hello.clone()); ```  Example with a reference-counted type:  ``` use std::sync::{Arc, Mutex};  let data = Arc::new(Mutex::new(vec![1, 2, 3])); let data_clone = data.clone(); // Creates another Arc pointing to the same Mutex  {     let mut lock = data.lock().unwrap();     lock.push(4); }  // Changes are visible through the clone because they share the same underlying data assert_eq!(*data_clone.lock().unwrap(), vec![1, 2, 3, 4]); ```
library/core/src/clone.rs	Clone::clone	impl Clone for usize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/clone.rs	Clone::clone	impl Clone for u8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/clone.rs	Clone::clone	impl Clone for u16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/clone.rs	Clone::clone	impl Clone for u32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/clone.rs	Clone::clone	impl Clone for u64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/clone.rs	Clone::clone	impl Clone for u128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/clone.rs	Clone::clone	impl Clone for isize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/clone.rs	Clone::clone	impl Clone for i8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/clone.rs	Clone::clone	impl Clone for i16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/clone.rs	Clone::clone	impl Clone for i32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/clone.rs	Clone::clone	impl Clone for i64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/clone.rs	Clone::clone	impl Clone for i128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/clone.rs	Clone::clone	impl Clone for f32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/clone.rs	Clone::clone	impl Clone for f64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/clone.rs	Clone::clone	impl Clone for bool	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/clone.rs	Clone::clone	impl<T: PointeeSized> Clone for *T	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/clone.rs	Clone::clone	impl<T: PointeeSized> Clone for *mut T	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/clone.rs	Clone::clone	impl<T: PointeeSized> Clone for &T	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/clone.rs	Clone::clone_from		trait method definition with default	public	safe	false	false	not applicable	false	false	Performs copy-assignment from `source`.  `a.clone_from(&b)` is equivalent to `a = b.clone()` in functionality, but can be overridden to reuse the resources of `a` to avoid unnecessary allocations.
library/core/src/cmp.rs	Ordering::as_raw	impl Ordering	method	private	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	Ordering::is_eq	impl Ordering	method	public	safe	false	false	not applicable	false	true	Returns `true` if the ordering is the `Equal` variant.  # Examples  ``` use std::cmp::Ordering;  assert_eq!(Ordering::Less.is_eq(), false); assert_eq!(Ordering::Equal.is_eq(), true); assert_eq!(Ordering::Greater.is_eq(), false); ```
library/core/src/cmp.rs	Ordering::is_ge	impl Ordering	method	public	safe	false	false	not applicable	false	true	Returns `true` if the ordering is either the `Greater` or `Equal` variant.  # Examples  ``` use std::cmp::Ordering;  assert_eq!(Ordering::Less.is_ge(), false); assert_eq!(Ordering::Equal.is_ge(), true); assert_eq!(Ordering::Greater.is_ge(), true); ```
library/core/src/cmp.rs	Ordering::is_gt	impl Ordering	method	public	safe	false	false	not applicable	false	true	Returns `true` if the ordering is the `Greater` variant.  # Examples  ``` use std::cmp::Ordering;  assert_eq!(Ordering::Less.is_gt(), false); assert_eq!(Ordering::Equal.is_gt(), false); assert_eq!(Ordering::Greater.is_gt(), true); ```
library/core/src/cmp.rs	Ordering::is_le	impl Ordering	method	public	safe	false	false	not applicable	false	true	Returns `true` if the ordering is either the `Less` or `Equal` variant.  # Examples  ``` use std::cmp::Ordering;  assert_eq!(Ordering::Less.is_le(), true); assert_eq!(Ordering::Equal.is_le(), true); assert_eq!(Ordering::Greater.is_le(), false); ```
library/core/src/cmp.rs	Ordering::is_lt	impl Ordering	method	public	safe	false	false	not applicable	false	true	Returns `true` if the ordering is the `Less` variant.  # Examples  ``` use std::cmp::Ordering;  assert_eq!(Ordering::Less.is_lt(), true); assert_eq!(Ordering::Equal.is_lt(), false); assert_eq!(Ordering::Greater.is_lt(), false); ```
library/core/src/cmp.rs	Ordering::is_ne	impl Ordering	method	public	safe	false	false	not applicable	false	true	Returns `true` if the ordering is not the `Equal` variant.  # Examples  ``` use std::cmp::Ordering;  assert_eq!(Ordering::Less.is_ne(), true); assert_eq!(Ordering::Equal.is_ne(), false); assert_eq!(Ordering::Greater.is_ne(), true); ```
library/core/src/cmp.rs	Ordering::reverse	impl Ordering	method	public	safe	false	false	not applicable	false	true	Reverses the `Ordering`.  * `Less` becomes `Greater`. * `Greater` becomes `Less`. * `Equal` becomes `Equal`.  # Examples  Basic behavior:  ``` use std::cmp::Ordering;  assert_eq!(Ordering::Less.reverse(), Ordering::Greater); assert_eq!(Ordering::Equal.reverse(), Ordering::Equal); assert_eq!(Ordering::Greater.reverse(), Ordering::Less); ```  This method can be used to reverse a comparison:  ``` let data: &mut [_] = &mut [2, 10, 5, 8];  // sort the array from largest to smallest. data.sort_by(|a, b| a.cmp(b).reverse());  let b: &mut [_] = &mut [10, 8, 5, 2]; assert!(data == b); ```
library/core/src/cmp.rs	Ordering::then	impl Ordering	method	public	safe	false	false	not applicable	false	true	Chains two orderings.  Returns `self` when it's not `Equal`. Otherwise returns `other`.  # Examples  ``` use std::cmp::Ordering;  let result = Ordering::Equal.then(Ordering::Less); assert_eq!(result, Ordering::Less);  let result = Ordering::Less.then(Ordering::Equal); assert_eq!(result, Ordering::Less);  let result = Ordering::Less.then(Ordering::Greater); assert_eq!(result, Ordering::Less);  let result = Ordering::Equal.then(Ordering::Equal); assert_eq!(result, Ordering::Equal);  let x: (i64, i64, i64) = (1, 2, 7); let y: (i64, i64, i64) = (1, 5, 3); let result = x.0.cmp(&y.0).then(x.1.cmp(&y.1)).then(x.2.cmp(&y.2));  assert_eq!(result, Ordering::Less); ```
library/core/src/cmp.rs	default_chaining_impl		function	private	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	max		function	public	safe	false	false	not applicable	false	true	Compares and returns the maximum of two values.  Returns the second argument if the comparison determines them to be equal.  Internally uses an alias to [`Ord::max`].  # Examples  ``` use std::cmp;  assert_eq!(cmp::max(1, 2), 2); assert_eq!(cmp::max(2, 2), 2); ``` ``` use std::cmp::{self, Ordering};  #[derive(Eq)] struct Equal(&'static str);  impl PartialEq for Equal {     fn eq(&self, other: &Self) -> bool { true } } impl PartialOrd for Equal {     fn partial_cmp(&self, other: &Self) -> Option<Ordering> { Some(Ordering::Equal) } } impl Ord for Equal {     fn cmp(&self, other: &Self) -> Ordering { Ordering::Equal } }  assert_eq!(cmp::max(Equal("v1"), Equal("v2")).0, "v2"); ```
library/core/src/cmp.rs	min		function	public	safe	false	false	not applicable	false	true	Compares and returns the minimum of two values.  Returns the first argument if the comparison determines them to be equal.  Internally uses an alias to [`Ord::min`].  # Examples  ``` use std::cmp;  assert_eq!(cmp::min(1, 2), 1); assert_eq!(cmp::min(2, 2), 2); ``` ``` use std::cmp::{self, Ordering};  #[derive(Eq)] struct Equal(&'static str);  impl PartialEq for Equal {     fn eq(&self, other: &Self) -> bool { true } } impl PartialOrd for Equal {     fn partial_cmp(&self, other: &Self) -> Option<Ordering> { Some(Ordering::Equal) } } impl Ord for Equal {     fn cmp(&self, other: &Self) -> Ordering { Ordering::Equal } }  assert_eq!(cmp::min(Equal("v1"), Equal("v2")).0, "v1"); ```
library/core/src/cmp.rs	Eq::assert_receiver_is_total_eq		trait method definition with default	public	safe	true	false	not applicable	false	false	
library/core/src/cmp.rs	Ord::clamp		trait method definition with default	public	safe	false	false	not applicable	true	true	Restrict a value to a certain interval.  Returns `max` if `self` is greater than `max`, and `min` if `self` is less than `min`. Otherwise this returns `self`.  # Panics  Panics if `min > max`.  # Examples  ``` assert_eq!((-3).clamp(-2, 1), -2); assert_eq!(0.clamp(-2, 1), 0); assert_eq!(2.clamp(-2, 1), 1); ```
library/core/src/cmp.rs	Ord::clamp	impl Ord for bool	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	Ord::cmp		trait method definition	public	safe	false	false	not applicable	false	true	This method returns an [`Ordering`] between `self` and `other`.  By convention, `self.cmp(&other)` returns the ordering matching the expression `self <operator> other` if true.  # Examples  ``` use std::cmp::Ordering;  assert_eq!(5.cmp(&10), Ordering::Less); assert_eq!(10.cmp(&5), Ordering::Greater); assert_eq!(5.cmp(&5), Ordering::Equal); ```
library/core/src/cmp.rs	Ord::cmp	impl Ord for bool	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	Ord::cmp	impl Ord for usize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	Ord::cmp	impl Ord for u8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	Ord::cmp	impl Ord for u16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	Ord::cmp	impl Ord for u32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	Ord::cmp	impl Ord for u64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	Ord::cmp	impl Ord for u128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	Ord::cmp	impl Ord for isize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	Ord::cmp	impl Ord for i8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	Ord::cmp	impl Ord for i16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	Ord::cmp	impl Ord for i32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	Ord::cmp	impl Ord for i64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	Ord::cmp	impl Ord for i128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	Ord::max		trait method definition with default	public	safe	false	false	not applicable	false	true	Compares and returns the maximum of two values.  Returns the second argument if the comparison determines them to be equal.  # Examples  ``` assert_eq!(1.max(2), 2); assert_eq!(2.max(2), 2); ``` ``` use std::cmp::Ordering;  #[derive(Eq)] struct Equal(&'static str);  impl PartialEq for Equal {     fn eq(&self, other: &Self) -> bool { true } } impl PartialOrd for Equal {     fn partial_cmp(&self, other: &Self) -> Option<Ordering> { Some(Ordering::Equal) } } impl Ord for Equal {     fn cmp(&self, other: &Self) -> Ordering { Ordering::Equal } }  assert_eq!(Equal("self").max(Equal("other")).0, "other"); ```
library/core/src/cmp.rs	Ord::max	impl Ord for bool	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	Ord::min		trait method definition with default	public	safe	false	false	not applicable	false	true	Compares and returns the minimum of two values.  Returns the first argument if the comparison determines them to be equal.  # Examples  ``` assert_eq!(1.min(2), 1); assert_eq!(2.min(2), 2); ``` ``` use std::cmp::Ordering;  #[derive(Eq)] struct Equal(&'static str);  impl PartialEq for Equal {     fn eq(&self, other: &Self) -> bool { true } } impl PartialOrd for Equal {     fn partial_cmp(&self, other: &Self) -> Option<Ordering> { Some(Ordering::Equal) } } impl Ord for Equal {     fn cmp(&self, other: &Self) -> Ordering { Ordering::Equal } }  assert_eq!(Equal("self").min(Equal("other")).0, "self"); ```
library/core/src/cmp.rs	Ord::min	impl Ord for bool	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::eq		trait method definition	public	safe	false	false	not applicable	false	false	Tests for `self` and `other` values to be equal, and is used by `==`.
library/core/src/cmp.rs	PartialEq::eq	impl PartialEq for bool	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::eq	impl PartialEq for usize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::eq	impl PartialEq for u8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::eq	impl PartialEq for u16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::eq	impl PartialEq for u32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::eq	impl PartialEq for u64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::eq	impl PartialEq for u128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::eq	impl PartialEq for isize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::eq	impl PartialEq for i8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::eq	impl PartialEq for i16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::eq	impl PartialEq for i32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::eq	impl PartialEq for i64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::eq	impl PartialEq for i128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::eq	impl PartialEq for f32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::eq	impl PartialEq for f64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::ne		trait method definition with default	public	safe	false	false	not applicable	false	false	Tests for `!=`. The default implementation is almost always sufficient, and should not be overridden without very good reason.
library/core/src/cmp.rs	PartialEq::ne	impl PartialEq for bool	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::ne	impl PartialEq for usize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::ne	impl PartialEq for u8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::ne	impl PartialEq for u16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::ne	impl PartialEq for u32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::ne	impl PartialEq for u64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::ne	impl PartialEq for u128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::ne	impl PartialEq for isize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::ne	impl PartialEq for i8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::ne	impl PartialEq for i16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::ne	impl PartialEq for i32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::ne	impl PartialEq for i64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::ne	impl PartialEq for i128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::ne	impl PartialEq for f32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialEq::ne	impl PartialEq for f64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_ge		trait method definition with default	public	safe	true	false	not applicable	false	false	Same as `__chaining_lt`, but for `>=` instead of `<`.
library/core/src/cmp.rs	PartialOrd::__chaining_ge	impl PartialOrd for bool	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_ge	impl PartialOrd for f32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_ge	impl PartialOrd for f64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_ge	impl PartialOrd for usize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_ge	impl PartialOrd for u8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_ge	impl PartialOrd for u16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_ge	impl PartialOrd for u32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_ge	impl PartialOrd for u64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_ge	impl PartialOrd for u128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_ge	impl PartialOrd for isize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_ge	impl PartialOrd for i8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_ge	impl PartialOrd for i16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_ge	impl PartialOrd for i32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_ge	impl PartialOrd for i64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_ge	impl PartialOrd for i128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_gt		trait method definition with default	public	safe	true	false	not applicable	false	false	Same as `__chaining_lt`, but for `>` instead of `<`.
library/core/src/cmp.rs	PartialOrd::__chaining_gt	impl PartialOrd for bool	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_gt	impl PartialOrd for f32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_gt	impl PartialOrd for f64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_gt	impl PartialOrd for usize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_gt	impl PartialOrd for u8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_gt	impl PartialOrd for u16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_gt	impl PartialOrd for u32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_gt	impl PartialOrd for u64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_gt	impl PartialOrd for u128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_gt	impl PartialOrd for isize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_gt	impl PartialOrd for i8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_gt	impl PartialOrd for i16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_gt	impl PartialOrd for i32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_gt	impl PartialOrd for i64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_gt	impl PartialOrd for i128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_le		trait method definition with default	public	safe	true	false	not applicable	false	false	Same as `__chaining_lt`, but for `<=` instead of `<`.
library/core/src/cmp.rs	PartialOrd::__chaining_le	impl PartialOrd for bool	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_le	impl PartialOrd for f32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_le	impl PartialOrd for f64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_le	impl PartialOrd for usize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_le	impl PartialOrd for u8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_le	impl PartialOrd for u16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_le	impl PartialOrd for u32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_le	impl PartialOrd for u64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_le	impl PartialOrd for u128	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_le	impl PartialOrd for isize	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_le	impl PartialOrd for i8	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_le	impl PartialOrd for i16	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_le	impl PartialOrd for i32	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_le	impl PartialOrd for i64	trait method implementation	public	safe	false	false	not applicable	false	false	
library/core/src/cmp.rs	PartialOrd::__chaining_le	impl PartialOrd for i128	trait method implementation	public	safe	false	false	not applicable	false	false	
